"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
108,6/30/2025 0:00:00,58,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,1951621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13013777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202866,202866,14626718,0,-202866,-202866,0,0,0,0,0,1046106,0,350105,350105,0,0,0,0,0,0,0,44842908,147239,147239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44842908,0,0,202866,35,1479689,329,16,336119,0,0,0,0,0,0,0,0,0,0,1815808,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1815808,329,1815807,35440083,35440083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746863,0,0,0,0,0,0,0,5770115,0,0,0,0,0,0,0,0,60199,60199,32190660,0,-60199,-60199,0,0,0,0,0,1616780,0,270019,270019,0,0,0,0,0,0,0,39460411,209820,209820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39460411,0,0,60199,0,0,0,0,0,0,3,2713721,0,0,0,0,60,23020160,2567700,25733881,2567700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,25733881,2567700,23020159,33409378,33409378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,69213663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87591,87591,11402310,0,-87591,-87591,0,0,0,0,0,4644898,0,725104,725104,0,0,0,0,0,0,0,93238778,637513,637513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93238778,0,0,87591,62,6713589,0,25,1831236,0,0,0,0,0,0,0,0,0,0,8544825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,8544825,0,0,82373241,82373241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177732,0,0
120,6/30/2025 0:00:00,63,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,44738730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27899249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400195,400195,60144248,0,-400195,-400195,0,0,0,0,0,8349850,0,1078945,1078945,0,0,0,0,0,0,0,126394521,678750,678750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126394521,0,0,400195,24,2087464,0,22,2503571,980000,0,0,0,0,0,0,92,11819754,2111000,16410789,3091000,7,537775,690400,0,0,0,0,0,0,377,15696631,10509135,16234406,11199535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,32645195,14290535,0,115774637,115774637,0,262,11873044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428
132,6/30/2025 0:00:00,69,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6654,6654,166882,0,-6654,-6654,0,0,0,0,0,12772,0,8922,8922,0,0,0,0,0,0,0,1135747,2268,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135747,0,0,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947976,947976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,16683035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29947311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377170,377170,58335675,0,-377170,-377170,0,0,0,0,0,2715863,0,952842,952842,0,0,0,0,0,0,0,116552664,575672,575672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116552664,0,0,377170,47,5544741,0,321,15706082,0,0,0,0,0,0,0,0,0,0,21250823,0,175,5742466,1124200,0,0,0,0,0,0,50,1772245,669335,7514711,1793535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,28765534,1793535,0,98844087,98844087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844
138,6/30/2025 0:00:00,72,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9083916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24368248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75973,75973,28722992,0,-75973,-75973,0,0,0,0,0,2148656,0,365197,365197,0,0,0,0,0,0,0,43537181,289224,289224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43537181,0,0,75973,26,2454674,163437,1,11526,0,0,0,0,0,0,0,50,1231800,0,3698000,163437,0,0,0,0,0,0,0,0,0,32,732716,125000,732716,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4430716,288437,1964518,38918737,38918737,0,0,0,392,11737371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6/30/2025 0:00:00,74,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48318,48318,4137450,0,-48318,-48318,0,0,0,0,0,59641,0,51066,51066,0,0,0,0,0,0,0,5604632,2748,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5604632,0,0,48318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5119628,5119628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6/30/2025 0:00:00,75,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,5488,1181357,0,-5488,-5488,0,0,0,0,0,17409,0,14366,14366,0,0,0,0,0,0,0,1651451,8878,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651451,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495011,1495011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6/30/2025 0:00:00,77,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,96325458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91709842,0,0,0,0,0,0,0,63939472,0,0,0,0,0,0,0,0,4533837,4533837,268626946,0,-4533837,-4533837,0,0,0,0,0,36120701,0,3533285,3533285,0,0,0,0,0,0,0,447268679,-1000552,-1000552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447268679,0,0,4533837,188,41640080,2139350,5,627869,0,88,21748578,0,2,1364080,0,10,4562960,3247470,69943567,5386820,360,22580240,1243700,0,0,0,0,0,0,448,24987661,3550000,47567901,4793700,5,525669,0,0,0,0,0,0,0,0,0,0,525669,0,1106,118037137,10180520,51145818,404816382,404816382,0,0,0,36,295785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161951
151,6/30/2025 0:00:00,78,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,112015645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263916667,0,0,0,0,0,0,0,1415515,0,0,0,0,0,0,0,0,9600543,9600543,752286193,0,-9600543,-9600543,0,0,0,0,0,65879112,0,9908144,9908144,0,0,0,0,0,0,0,1118747199,307601,307601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118747199,0,0,9600543,1901,304875091,19209408,435,35898436,3523000,26,8093741,530000,74,22765213,2301925,1,103672,0,371736153,25564333,639,46424214,6205050,0,0,0,0,0,0,1100,78394186,5855271,124818400,12060321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176,496554553,37624654,104002479,978387107,986921613,8534506,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1066743
153,6/30/2025 0:00:00,80,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,33722,0,-10000,-10000,0,0,0,0,0,3821,0,3821,3821,0,0,0,0,0,0,0,393052,-6179,-6179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393052,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308211,308211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2025 0:00:00,83,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,613349974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542847696,0,0,0,0,0,0,0,281234668,0,0,0,0,0,0,-25906766,0,21426280,21426280,1818858450,-25906766,-21426280,-21426280,0,0,0,0,0,144095687,0,52284057,52284057,0,0,0,0,0,0,0,2711908470,30857777,30857777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711908470,0,0,21426280,1157,214698847,105330900,2032,282130017,38828600,1026,243656732,18087300,106,27748228,2700000,78,8065043,3210900,776298867,168157700,1575,70352761,14513320,0,0,0,1687,77056899,0,2428,66587072,23240900,213996732,37754220,61,8954267,9089900,0,0,0,0,0,0,0,0,0,8954267,9089900,10150,999249866,215001820,342555107,2001699278,2028741037,27041759,12,48026638,1778,16206118,572,132638362,572,0,572,132638362,8495,0,0,0,0,1,201679173,743,0,0,35640126,131,0,0,114569651,0,2875555
162,6/30/2025 0:00:00,85,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,18470420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38914145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685857,685857,108974084,0,-685857,-685857,0,0,0,0,0,11411047,0,1408988,1408988,0,0,0,0,0,0,0,177883004,723131,723131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177883004,0,0,685857,166,43780377,4719600,52,9899707,1579400,0,0,0,0,0,0,5,750261,0,54430345,6299000,58,4600817,937000,0,0,0,0,0,0,175,11714634,2750800,16315451,3687800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,70745796,9986800,12495999,158895469,158895469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40260
167,6/30/2025 0:00:00,87,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,62459028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161974959,0,0,0,0,0,0,0,66105974,0,0,0,0,0,0,-2414498,0,1569905,1569905,469411561,-2414498,-1569905,-1569905,0,0,0,0,0,55804412,0,5411361,5411361,0,0,0,0,0,0,0,704291189,3841456,3841456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704291189,0,0,1569905,190,34583854,20027067,457,30061504,1104800,418,71404001,18232137,667,78483684,21970748,0,0,0,214533043,61334752,365,16936236,3167928,0,0,0,118,5873726,1483200,121,3143029,2134200,25952991,6785328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,240486034,68120080,119241598,623953669,623953669,0,0,0,0,0,114,21887617,114,0,73,15631758,2409,0,0,0,0,1,30564360,433,0,0,180729,2,0,216279856,0,0,116092
168,6/30/2025 0:00:00,88,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,793898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20096244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91511,91511,27408797,0,-91511,-91511,0,0,0,0,0,1837788,0,345660,345660,0,0,0,0,0,0,0,39859311,254149,254149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39859311,0,0,91511,30,4499046,130000,20,1329211,348952,0,0,0,0,0,0,0,0,0,5828257,478952,45,1575807,348952,0,0,0,0,0,0,0,0,0,1575807,348952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,7404064,827904,0,33651488,35493488,1842000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,6/30/2025 0:00:00,89,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16595,16595,473828,0,-16595,-16595,0,0,0,0,0,10840,0,10840,10840,0,0,0,0,0,0,0,1630659,-5755,-5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630659,0,0,16595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925883,925883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6/30/2025 0:00:00,92,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,366402410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476658678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-260000,0,6059128,6059128,987586511,-260000,-6059128,-6059128,0,0,0,0,0,91263285,0,13325611,13325611,0,0,0,0,0,0,0,1744604527,7266483,7266483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744604527,0,0,6059128,1043,271621509,9355483,973,81951424,16376478,289,66497093,3989381,62,24408167,5369250,79,4638708,1735000,449116901,36825592,806,52290491,11269300,0,0,0,5,81640,0,299,15237929,11603500,67610060,22872800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,516726961,59698392,44154459,1475353056,1475353056,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,1,20551664,117,0,0,61250,0,0,0,0,0,118832
187,6/30/2025 0:00:00,100,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1436213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944012,0,0,0,0,0,0,0,591275,0,0,0,0,0,0,0,0,435054,435054,9867855,0,-435054,-435054,0,0,0,0,0,1441274,0,238598,238598,0,0,0,0,0,0,0,28114853,-196456,-196456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28114853,0,0,435054,22,2236313,924250,11,459762,0,1,14009,0,1,47128,0,0,0,0,2757212,924250,16,741007,0,0,0,0,0,0,0,4,269402,0,1010409,0,1,6441,0,1,34813,0,0,0,0,0,0,0,41254,0,57,3808875,924250,852240,24052595,24052595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97922
195,6/30/2025 0:00:00,104,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12211793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101573,101573,12511848,0,-101573,-101573,0,0,0,0,0,453163,0,171760,171760,0,0,0,0,0,0,0,20309613,70187,70187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20309613,0,0,101573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,401628,20000,0,0,0,0,0,0,0,0,0,401628,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,401628,20000,0,18618306,18618306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
196,6/30/2025 0:00:00,105,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,188381004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420483026,0,0,0,0,0,0,0,185793132,0,0,0,0,0,0,-4472109,0,38224601,38224601,2437304192,-4472109,-38224601,-38224601,0,0,0,0,0,153584008,0,24519032,24519032,0,0,0,0,0,0,0,2913990792,-13705569,-13705569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913990792,0,0,38224601,1537,299587361,29795093,499,77446062,3364597,352,138336111,29202914,99,19172778,3802730,291,49937998,0,584480310,66165334,2474,99797315,7812731,298,12586471,0,0,0,0,5315,167916428,102384805,280300214,110197536,3,92819,0,0,0,0,0,0,0,0,0,0,92819,0,10868,864873343,176362870,252099405,2522743133,2558822173,36079040,1279,42066252,0,0,104,23792589,89,0,89,19495938,4985,0,0,4717,74076984,1,34510165,118,0,0,1000000,3,0,0,1153077,0,6500768
198,6/30/2025 0:00:00,107,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9981539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10457787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30578,30578,22899372,0,-30578,-30578,0,0,0,0,0,2935559,0,358879,358879,0,0,0,0,0,0,0,52759620,328301,328301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52759620,0,0,30578,42,10208158,592669,21,2264004,425000,0,0,0,0,0,0,0,0,0,12472162,1017669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,12472162,1017669,0,38786518,38786518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
