"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
66423,6/30/2025 0:00:00,20645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19993565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13309966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20234018,0,0,421619,80740,6300259,2782504,425915,12672869,0,0,0,0,0,21131,0,83,0,0,0,0,0,11726,0,16753,0,0,0,0,0,0,0,0,0,0,0,0,0,177,395,5,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927,0,0,0,0,2,4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4072670,0,0,0,0,0,0,0,0,4072670,100972832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66424,6/30/2025 0:00:00,20646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773962,0,0,0,0,0,0,0,0,0,0,0,0,79245976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500000,12000000,27808130,0,0,0,0,0,41827613,0,0,9414636,2763755,38938953,11618869,1066794,83761464,0,0,0,0,0,1037581,0,263,0,0,0,0,0,39482,0,2437309,0,0,0,0,0,0,0,0,0,0,0,0,0,4805,1779,21,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12982,0,17981,0,0,13,63132,0,24261,1047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64582390,0,0,0,0,0,0,0,0,64582390,321456304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66430,6/30/2025 0:00:00,20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927370,0,0,0,0,0,0,0,0,0,0,0,0,102898619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44226796,0,0,1590805,1174407,10825492,2719558,1330422,79650493,0,0,0,0,0,676267,0,309,0,0,0,0,0,31701,0,696436,0,0,0,0,0,0,0,0,0,0,0,0,0,245,1164,16,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15055492,0,0,0,0,0,0,0,0,15055492,236113109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66431,6/30/2025 0:00:00,20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25744265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12571631,0,0,540592,0,1337111,193804,0,8184253,0,0,0,0,0,198803,0,26656,0,0,0,0,0,6496,0,39791,0,0,0,0,0,0,0,0,0,0,0,0,0,312,652,6,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29024964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544726,0,0,0,0,0,0,0,0,2544726,50868857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66434,6/30/2025 0:00:00,20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158580,0,0,0,0,0,0,0,0,0,0,0,0,47340337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19344095,0,0,419633,433573,3820150,623852,140841,2394306,0,0,0,0,0,289601,0,187,0,0,0,0,0,14075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,7,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305993,0,0,0,0,0,0,0,0,1305993,75644728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66437,6/30/2025 0:00:00,20659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39079406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22057429,0,0,976957,493537,7922647,2712863,1657124,19043053,0,0,0,0,0,496156,0,87,0,0,0,0,0,21164,0,44457,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,377,6,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,1,1632,0,16619,546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12146509,0,0,0,0,0,0,0,0,12146509,130153897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66439,6/30/2025 0:00:00,20661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35711159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042000,0,0,18654378,0,0,17800,8075,2253383,6669123,1562877,65520224,0,0,0,0,0,699935,0,414,0,0,0,0,0,15619,0,94363,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,383,11,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19129,0,0,0,0,14,33961,0,11303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5601561,0,0,0,0,0,0,0,0,5601561,128651590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66447,6/30/2025 0:00:00,20669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796584,0,0,0,0,0,0,0,0,0,0,0,0,52629012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,750000,3980301,0,0,0,0,0,24090142,0,0,868691,840495,3913029,9732723,856356,12037089,0,0,0,0,0,2898270,0,428,0,0,0,0,0,18087,0,577464,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,441,31,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,0,7282,0,0,11,16992,0,1538,4322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830784,0,0,0,0,0,0,0,0,5830784,107149265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66448,6/30/2025 0:00:00,20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25674111,0,0,0,0,0,0,0,0,0,0,0,0,1024064804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11490824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579243859,0,0,10329359,4424857,106668084,29306805,10728257,947888106,0,0,0,0,0,5237504,0,6705,0,0,0,0,0,598068,0,21185333,0,0,0,0,0,0,0,0,0,0,0,0,0,66482,28626,119,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751957,0,32130,0,0,474,1217802,0,1886737,271211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38759205,0,0,0,0,0,0,0,0,38759205,3110083750,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
66449,6/30/2025 0:00:00,20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64660294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5879890,0,0,1500208,250000,0,0,33674355,0,0,259967,190188,3357994,2092995,755907,16691971,0,0,0,0,0,81438,0,349,0,0,0,0,0,29775,0,728012,0,0,0,0,0,0,0,0,0,0,0,0,0,4982,1820,12,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60401,0,1608,0,0,45,112981,0,219566,77030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546052,0,0,0,0,0,0,0,0,3546052,131512884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66451,6/30/2025 0:00:00,20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,0,0,0,0,0,0,0,0,0,0,0,0,24201790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13580376,0,0,268616,0,814332,3335955,0,7033721,0,0,0,0,0,120963,0,335,0,0,0,0,0,12786,0,130863,0,0,0,0,0,0,0,0,0,0,0,0,0,1256,658,16,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24921,0,0,0,0,8,41294,0,32078,5716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970880,0,0,0,0,0,0,0,0,2970880,49802878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66456,6/30/2025 0:00:00,20678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17078138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8260711,0,0,236133,3093,1282919,511631,144352,3849767,0,0,0,0,0,244071,0,31,0,0,0,0,0,6310,0,18276,0,0,0,0,0,0,0,0,0,0,0,0,0,354,269,11,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733471,0,0,0,0,0,0,0,0,733471,34683003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66461,6/30/2025 0:00:00,20683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5943859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35184,0,0,0,0,239421,0,0,461606,0,0,0,0,0,239186,0,35,0,0,0,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9504433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66466,6/30/2025 0:00:00,20688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430726,0,0,0,0,0,0,0,0,0,0,0,0,9313218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002663,0,0,54886,66477,1416404,83192,39256,17125338,0,0,0,0,0,47288,0,104,0,0,0,0,0,6410,0,158382,0,0,0,0,0,0,0,0,0,0,0,0,0,845,425,5,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,20240,0,0,6,22843,0,7913,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925469,0,0,0,0,0,0,0,0,1925469,35228531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66476,6/30/2025 0:00:00,20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10578762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366403,0,0,0,0,713605,255914,0,0,0,0,0,0,0,361010,0,49,0,0,0,0,0,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,5,12024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15929368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66477,6/30/2025 0:00:00,20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6243379,0,0,0,0,0,0,0,0,0,0,0,0,12713477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8535669,0,0,0,0,0,1098514,0,11307315,0,0,0,0,0,339018,0,127,0,0,0,0,0,7770,0,11993,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,163,12,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,2,2597,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111850,0,0,0,0,0,0,0,0,2111850,51215049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66492,6/30/2025 0:00:00,20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261168982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215172504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000000,0,0,0,0,0,0,0,1207299827,0,0,14742524,2240475,85846868,118051116,9851714,1714580126,0,0,0,0,0,2460064,0,20370,0,0,0,0,0,809294,0,4275693,0,0,0,0,0,0,0,0,0,0,0,0,0,130925,147153,48,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598540,0,0,0,0,680,2911213,0,4504195,482694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480056917,0,0,0,0,0,0,0,0,480056917,4771976708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66499,6/30/2025 0:00:00,20721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807119,0,0,0,0,0,0,0,76728,0,49,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4287248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66503,6/30/2025 0:00:00,20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18939745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10891060,0,0,77850,0,507336,610012,0,1434918,0,0,0,0,0,144728,0,111,0,0,0,0,0,7213,0,25180,0,0,0,0,0,0,0,0,0,0,0,0,0,214,405,11,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,2,1672,0,5669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807851,0,0,0,0,0,0,0,0,807851,36271833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66513,6/30/2025 0:00:00,20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23284631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8893677,0,0,0,0,0,3434598,584885,7147025,0,0,0,0,0,697386,0,55,0,0,0,0,0,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,92,12,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,0,0,1,1111,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3563848,0,0,0,0,0,0,0,0,3563848,42989441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66529,6/30/2025 0:00:00,20751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358660,0,0,0,0,0,0,0,0,0,0,0,0,25863120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16196672,0,0,1493794,130852,7501414,1898399,350206,16241371,0,0,0,0,0,67953,0,359,0,0,0,0,0,14239,0,9527,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,732,7,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6617,0,2179,0,0,7,17212,0,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871412,0,0,0,0,0,0,0,0,2871412,100436960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66530,6/30/2025 0:00:00,20752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6354123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596874,0,0,0,0,0,16217,0,0,0,0,0,0,0,53794,0,77,0,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155500,0,0,0,0,0,0,0,0,155500,9709720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
