"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
90,6/30/2025 0:00:00,49,0,0,0,0,2665297,0,0,7798681,0,2665297,0,0,0,0,0,11,0,0,0,0,62025,0,0,0,0,0,0,0,0,104639,0,55172,0,0,0,0,0,0,0,0,0,0,0,3724,0,0,0,0,0,0,0,0,113164,1040,0,23105,0,2121,21438,0,0,0,0,1692,1823,1092966,0,0,2092871,0,0,0,0,213377,300923,0,0,0,0,0,0,0,1390,23,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,159811,0,7496,2845,0,79,0,60272,0,0,0,0,0,0,0,0,0,1012750,0,0,0,0,0,0,0,0,0,0,5053148,6463,0,0,0,3932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2025 0:00:00,54,0,0,0,0,9958215,176323,0,12291775,0,9958215,176323,0,0,0,0,0,0,0,0,0,82024,0,0,0,0,0,0,0,0,119808,0,134551,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0,0,0,0,93454,67,4756,39579,840,993,360,0,0,0,0,0,3031,1034699,0,0,1392575,0,0,0,0,0,715054,0,0,0,933,33,204,0,1220,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,254359,0,2769,11390,0,94591,15800,0,0,0,0,0,0,0,0,0,200,1383206,0,0,0,0,0,0,0,0,0,0,2157438,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2025 0:00:00,57,0,0,0,0,60415948,3702400,453197,76768593,0,60415948,3702400,453197,0,0,0,76,0,0,0,0,92024,0,0,0,0,0,0,0,0,816917,0,673366,0,0,0,0,0,0,0,0,0,0,0,75687,0,0,0,0,0,0,0,0,453372,3138,50868,505926,23011,37768,35248,0,0,0,0,8776,11386,10713516,0,0,1161347,0,0,0,0,1837861,1731287,0,0,0,71288,480,2035,311,4667,0,266,7759,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1490283,0,296469,383141,0,196478,0,239307,0,0,0,0,0,0,0,0,655376,6229740,0,0,0,0,0,0,0,0,0,0,12104345,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,4179792,0,0,0,0,0,0,0,0,0,6900000,0,0,495120,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6/30/2025 0:00:00,58,0,0,0,0,34778294,661789,0,44842909,0,34778294,661789,0,0,0,0,16,0,0,0,0,62025,0,0,0,0,0,0,0,0,437501,0,376657,0,0,0,0,0,0,0,0,0,0,0,32947,0,0,0,0,0,0,0,0,317185,9796,39659,140430,3416,68601,6955,0,0,0,0,4280,17702,4303030,0,0,6226372,0,0,0,0,181729,505018,0,0,0,0,206,1649,153,3528,161,150,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,814158,0,101517,188595,0,114056,0,251621,135894,0,0,0,0,0,0,0,525132,818409,0,0,0,0,0,0,0,0,0,0,8943781,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,3141,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,0,0,0,0,31133713,1259321,1016344,39460409,0,31133713,1259321,1016344,0,0,0,0,0,0,0,0,92024,0,0,0,0,0,0,0,0,845927,0,113871,0,0,0,0,0,0,0,0,0,0,0,6580,0,0,0,0,0,0,0,0,111851,214,37021,37921,17291,1301,0,0,0,0,0,3621,27357,0,0,0,0,0,0,0,0,0,0,0,0,0,23100,190,58,140,805,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,959798,0,32951,561870,0,189673,0,0,242773,0,0,0,0,0,0,0,27203,3636768,0,0,0,0,0,0,0,0,0,0,5662945,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,0,0,0,0,67853457,14519784,0,93238778,0,67853457,14519784,0,0,0,0,36,0,0,0,0,122024,0,0,0,0,0,0,0,0,265519,0,1052699,0,0,0,0,0,0,0,0,0,0,0,26934,0,0,0,0,0,0,0,0,412346,31598,77792,206945,3870,8416,22808,0,10251,0,0,4867,15012,369953,0,0,374763,0,0,0,0,473188,1627962,0,0,0,0,928,1525,412,3296,1150,0,7311,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1318218,0,317535,1148412,0,-392299,0,92108,163315,0,0,0,0,0,0,0,279381,6698526,0,0,0,0,0,0,0,0,0,0,17527930,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,100829,0,0,0,0,0,0,0,0,0,52502111,0,0,140692,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2025 0:00:00,63,0,0,0,0,115165785,608852,0,126394520,0,115165785,608852,0,0,0,0,24,0,0,0,0,92024,0,0,0,0,0,0,0,0,2146879,0,841505,0,0,0,0,0,0,0,0,0,0,0,354580,0,0,0,0,0,0,0,0,1161706,2725,203611,512002,103823,326133,96129,0,0,0,0,11730,29395,17416032,0,0,2252915,0,0,0,0,0,8162871,0,0,0,0,581,3706,124,10668,0,362,15441,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2988384,0,401294,618411,0,324013,0,200800,0,0,0,0,0,0,0,0,603374,12558319,0,0,0,0,0,0,0,0,-348058,0,10820050,856,0,0,0,176133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,5744621,0,0,0,0,0,0,0,0,0,10040000,0,0,3344487,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6/30/2025 0:00:00,69,0,0,0,0,947976,0,0,1135747,0,947976,0,0,0,0,0,0,0,0,0,0,122024,0,0,0,0,0,0,0,0,8003,0,16002,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,13774,0,0,8128,225,1929,3266,0,0,0,0,0,55,16330,0,0,36640,0,0,0,0,0,120566,0,0,0,0,0,0,0,159,53,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24005,0,26298,303,0,25523,0,3333,0,0,0,0,0,0,0,0,2595,97689,0,0,0,0,0,0,0,0,0,0,184150,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,0,0,0,0,96436247,2350480,57360,116552664,0,96436247,2350480,57360,0,0,0,44,0,0,0,0,62025,0,0,0,0,0,0,0,0,1642210,0,1037941,0,0,0,0,0,0,0,0,0,0,0,203741,0,0,0,0,0,0,0,0,884737,4480,65702,196498,16261,149210,573704,0,0,0,0,8354,18577,13849452,0,0,11012671,0,0,0,0,1426452,668334,0,0,0,661638,727,3559,258,7798,283,156,12781,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,2680151,0,865379,551804,0,1076203,0,461679,37199,0,0,0,0,0,0,0,1048870,9249221,0,0,0,0,0,0,0,0,0,0,16222276,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,7713550,0,0,0,0,0,0,0,0,0,19932664,0,0,609124,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,6/30/2025 0:00:00,72,0,0,0,0,38844108,56379,18250,43537181,0,38844108,56379,18250,0,0,0,43,0,0,0,0,62024,0,0,0,0,0,0,0,0,793930,0,167257,0,0,0,0,0,0,0,0,0,0,0,193299,0,0,0,0,0,0,0,0,267441,748,72626,141062,63,84571,126664,0,0,0,0,4131,8503,19673110,0,0,2849407,0,0,0,0,482863,498037,0,0,556,73513,110,3591,47,10134,27,0,13909,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,961187,0,267368,30082,0,476203,0,72987,2335,0,0,0,0,0,0,0,683701,2897916,0,0,0,0,0,0,0,0,0,0,4533981,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,14607444,0,0,0,0,0,0,0,0,0,3650000,0,0,746113,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6/30/2025 0:00:00,74,0,0,0,0,5119628,0,0,5604632,0,5119628,0,0,0,0,0,0,0,0,0,0,82024,0,0,0,0,0,0,0,0,86598,2798,11683,0,0,0,0,0,0,0,0,0,0,0,2805,0,0,0,0,0,0,0,0,18731,0,0,4695,0,1342,2229,0,0,0,0,1524,536,1671604,0,0,1605325,0,0,0,0,0,23230,0,0,0,0,0,0,0,359,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,95483,0,2805,63049,0,4982,0,0,0,0,0,0,0,0,0,0,0,482541,0,0,0,0,0,0,0,0,0,0,472008,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503710,0,0,23230,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6/30/2025 0:00:00,75,0,0,0,0,1495011,0,0,1651451,0,1495011,0,0,0,0,0,0,0,0,0,0,42024,0,0,0,0,0,0,0,0,27011,0,9144,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3230,0,0,3278,0,0,585,0,0,0,0,0,0,770948,0,0,235901,0,0,0,0,0,19343,0,0,0,0,0,0,0,121,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,36155,0,2,18648,0,10416,0,10771,0,0,0,0,0,0,0,0,0,144615,0,0,0,0,0,0,0,0,0,0,155981,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6/30/2025 0:00:00,77,0,0,0,0,379948155,17330119,7538108,447268679,0,379948155,17330119,7538108,0,0,0,118,0,0,0,0,62024,0,0,0,0,0,0,0,0,8147594,0,2980841,0,0,0,0,0,0,0,0,0,0,0,856950,0,0,0,0,0,0,0,0,4493308,81940,226343,1701738,493900,718564,377102,0,16073,0,0,43084,114689,22253294,0,0,33294859,0,0,0,0,17574569,14530701,0,0,0,0,1831,12768,598,31511,0,1805,48513,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,0,0,0,11128435,0,1851646,2460760,0,40362,0,0,0,0,0,0,0,0,0,0,5259300,40936274,0,0,0,0,0,0,0,0,0,0,41645430,931,0,0,0,211606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,4924037,0,0,0,0,0,0,0,0,0,113021000,0,0,7605692,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,6/30/2025 0:00:00,78,0,0,0,0,890385301,79363145,8638661,1118747199,0,898919807,79363145,8638661,0,0,0,437,0,0,0,0,122024,0,0,0,0,0,0,0,0,22607718,0,4605510,0,0,0,0,0,0,0,0,0,0,0,1311021,0,0,0,0,0,0,0,0,11047869,117873,769212,3722120,611273,2862821,697785,0,0,0,0,100109,69210,81882754,0,0,42293530,0,0,0,0,56006447,81180580,0,0,-2598,27696,8091,35828,2727,69204,0,2722,118946,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1,0,0,0,0,0,0,27213228,0,3762722,7906838,0,62932,0,435502,3017186,0,0,0,0,0,0,1077057212,2932262,185633987,0,0,0,0,0,0,0,0,0,0,133265317,1236,0,81428287,0,139095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,101073745,0,0,0,0,0,0,0,0,0,177235214,0,0,1130182,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,6/30/2025 0:00:00,80,0,0,0,0,308211,0,0,393052,0,308211,0,0,0,0,0,0,0,0,0,0,102024,0,0,0,0,0,0,0,0,3390,0,7855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8660,150,0,4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43722,0,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11245,0,0,1334,0,-3483,0,557,0,0,0,0,0,0,0,0,20,54932,0,0,0,0,0,0,0,0,0,0,84841,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,43722,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2025 0:00:00,83,0,0,0,0,1952288844,45479632,3930802,2711908470,0,1958276896,63800942,6663199,0,0,0,973,0,0,0,0,122024,0,0,0,0,0,0,0,0,57917513,0,11459670,0,0,0,0,0,0,0,0,0,0,0,9144534,0,0,0,0,0,0,0,0,23720969,459954,2443058,5539077,1193688,2980373,5335568,0,0,0,0,226407,1017352,266664464,0,0,42301318,0,0,0,0,34230252,78043225,0,0,-70518,0,14867,87362,2440,94590,12958,6031,222547,0,0,0,0,0,0,0,0,0,0,0,0,0,485,12,0,0,0,0,0,0,69377183,0,23194099,24131203,0,20776299,0,1150000,492,0,0,0,0,0,0,2558674829,10962534,124641825,0,0,0,0,0,0,0,-1168532,0,0,339032146,1324,0,1278170526,0,434234,0,300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998,74908255,0,0,0,0,0,310634978,27500000,0,338134978,919555656,0,0,27124087,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,6/30/2025 0:00:00,85,0,0,0,0,152591996,5368862,934611,177883004,0,152591996,5368862,934611,0,0,0,56,0,0,0,0,122024,0,0,0,0,0,0,0,0,2785507,0,1005748,0,0,0,0,0,0,0,0,0,0,0,278489,0,0,0,0,0,0,0,0,1462309,17693,295839,761915,49948,272393,313951,0,0,0,0,16811,20417,10028900,0,0,16906168,0,0,0,0,4496255,6221319,0,0,-1160,0,708,7828,585,13236,0,613,22970,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,3791255,0,592623,528194,0,342408,0,0,0,0,0,0,0,0,0,0,823850,16668690,0,0,0,0,0,0,0,0,0,0,17935814,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33574717,0,0,292427,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,6/30/2025 0:00:00,87,0,0,0,0,608112414,14175161,1666094,704291189,0,608112414,14175161,1666094,0,0,0,126,0,0,0,0,122024,0,0,0,0,0,0,0,0,13460519,0,3731475,0,0,0,0,0,0,0,0,0,0,0,3112914,0,0,0,0,0,0,0,0,7981007,102654,437434,926486,315836,880537,1406029,0,0,0,0,59102,102456,96081246,0,0,12566195,0,0,0,0,5739237,15343461,0,0,2250,132352,6952,27463,1537,46027,0,3271,85250,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5,0,0,0,0,0,0,17206057,0,5270831,6518105,0,3562407,0,1500000,1288859,0,0,0,0,0,0,0,12532195,60209820,0,0,0,0,0,0,0,0,0,0,70331158,998,0,329550384,0,19572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339873939,0,0,2600729,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,6/30/2025 0:00:00,88,0,0,0,0,33651488,0,0,39859310,0,35493488,0,0,0,0,0,7,0,0,0,0,92024,0,0,0,0,0,0,0,0,706731,0,187205,0,0,0,0,0,0,0,0,0,0,0,95589,0,0,0,0,0,0,0,0,380587,22016,58382,267410,34800,28113,84700,0,0,0,0,3776,8421,7152942,0,0,10017752,0,0,0,0,0,472316,0,0,0,0,20,1179,14,4886,357,32,6491,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,893936,0,174528,73977,0,14771,0,49318,378,0,0,0,0,0,0,0,412312,568516,0,0,0,0,0,0,0,0,0,0,3515505,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10803007,0,0,0,0,0,0,0,0,0,5000000,0,0,77996,1729.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,6/30/2025 0:00:00,89,0,0,0,0,925883,0,0,1630659,0,925883,0,0,0,0,0,10,0,0,0,0,122024,0,0,0,0,0,0,0,0,35197,0,9806,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,35457,0,0,2569,750,0,5785,0,2082,0,0,0,6649,0,0,0,0,0,0,0,0,0,490423,0,0,0,0,0,0,0,298,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,45003,0,5794,9651,0,-12146,0,830,0,0,0,0,0,0,0,0,10,943854,0,0,0,0,0,0,0,-2435,0,0,707211,4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6/30/2025 0:00:00,92,0,0,0,0,1465187701,6594474,3570881,1744604527,0,1465187701,6594474,3570881,0,0,0,209,0,0,0,0,32025,0,0,0,0,0,0,0,0,26464585,0,8491806,0,0,0,0,0,0,0,0,0,0,0,3398565,0,0,0,0,0,0,0,0,15486011,122821,1614564,4453241,1856322,1307286,2183908,0,241,0,0,155348,192504,234653151,0,0,118588631,0,0,0,0,35250568,36697134,0,0,-43415,0,6996,96975,3069,166535,20,111,273706,0,0,0,0,0,0,0,0,0,0,0,0,0,306,19,0,0,0,0,0,0,34956391,0,9368337,7520812,0,6977938,0,907843,512273,0,0,0,0,0,0,0,12518781,286833540,0,0,0,0,0,0,0,0,0,0,271042885,1554,0,54828981,0,152619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475397833,0,0,28570594,1699.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
