"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
68052,6/30/2025 0:00:00,21910,0,0,0,0,21992087,671648,101964,25935850,0,21992087,671648,101964,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,344820,0,208748,0,0,0,0,0,0,0,0,0,0,0,19255,0,0,0,0,0,0,0,0,192518,0,46392,250238,11002,12200,27920,0,0,0,0,2969,1111,5112495,0,0,3024922,0,0,0,0,1743879,1719484,0,0,0,0,134,916,85,2733,0,38,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,553568,0,148274,96006,0,61486,0,35893,0,0,0,0,0,0,0,0,17937,628676,0,0,0,0,0,0,0,0,0,0,2363288,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68053,6/30/2025 0:00:00,23081,0,0,0,0,1288827315,18807651,12771965,1471928944,0,1288827315,18807651,12771965,0,0,0,362,0,0,0,0,122024,0,0,0,0,0,0,0,0,30228649,0,7174979,0,0,0,0,0,0,0,0,0,0,0,2514834,0,0,0,0,0,0,0,0,10322946,154069,1673075,7370844,316018,1045384,874870,0,0,0,0,87743,68973,441505744,0,0,137974686,0,0,0,0,24514256,43920916,0,0,0,111304,8200,39824,2562,100510,880,4491,156467,0,0,0,0,0,0,0,0,0,0,0,0,0,223,9,0,0,0,0,0,0,37403628,0,6495944,12789779,0,2388358,0,0,0,0,0,0,0,0,0,0,16532570,126872486,0,0,0,0,0,0,0,0,0,0,144030545,976,0,23701188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25049,554119190,0,0,0,0,0,0,0,0,0,318072105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68057,6/30/2025 0:00:00,24237,0,0,0,0,140441940,1699504,320790,171745430,0,140541940,1699504,320790,0,0,0,30,0,0,0,0,122024,0,0,0,0,0,0,0,0,3588050,0,274196,0,0,0,0,0,0,0,0,0,0,0,129943,0,0,0,0,0,0,0,0,1462845,18513,180142,434135,100908,63902,286893,0,24615,0,0,13209,14538,10424114,0,0,4918899,0,0,0,0,0,5503365,0,0,0,34715,576,3835,249,7095,134,194,12084,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,3862246,0,434707,1481204,0,185269,0,73775,0,0,0,0,0,0,0,0,1298325,4243824,0,0,0,0,0,0,0,0,0,0,16879890,983,0,61491848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,2314673,0,0,0,0,0,13700000,0,0,13700000,48581285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68061,6/30/2025 0:00:00,22309,0,0,0,0,594433663,7187241,236735,813958639,0,616220615,7187241,236735,0,0,0,52,0,0,0,0,32025,0,0,0,0,0,0,0,0,16465884,0,1631401,0,0,0,0,0,0,0,0,0,0,0,1589243,0,0,0,0,0,0,0,0,7470871,253413,731526,3079414,320560,369137,276801,0,0,0,0,38507,1901442,37110602,0,0,3493522,0,0,0,0,8879048,1264534,0,0,-189012,5022,2167,34227,380,55199,0,2493,94470,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,0,0,0,0,0,0,18097285,0,4305339,5019427,0,2086526,0,0,0,0,0,0,0,0,0,0,12753893,45190550,0,0,0,0,0,0,0,0,0,0,139157066,1709,0,345102208,0,89503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6799,91623382,0,0,0,0,0,25000000,20000000,0,45000000,328637738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68062,6/30/2025 0:00:00,11413,0,0,0,0,532929194,29411568,2226746,734863127,0,547541201,79550152,12607246,0,0,0,82,0,0,0,0,32025,0,0,0,0,0,0,0,0,16811537,0,1794880,0,0,0,0,0,0,0,0,0,0,0,1925656,0,0,0,0,0,0,0,0,5539033,151670,404113,719223,508159,617836,1870323,0,19416,0,0,42829,125872,37596399,0,0,18016178,0,0,0,0,4495858,50653340,0,0,4877,-113302,2150,92199,584,12363,0,563,108017,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,0,18606417,0,3992437,8178766,0,3697250,882990,0,0,0,0,0,0,0,0,696870953,314801,36043113,0,0,0,0,0,0,0,0,0,0,68142057,977,0,106252812,0,43305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,13912588,0,0,0,0,0,15000000,15000000,0,30000000,139141199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68069,6/30/2025 0:00:00,23923,0,0,0,0,6356555,2098914,0,10207258,0,6356555,2098914,0,0,0,0,12,0,0,0,0,92024,0,0,0,0,0,0,0,0,275435,0,52056,0,0,0,0,0,0,0,0,0,0,0,57103,0,0,0,0,0,0,0,0,139763,4458,20242,45412,3517,22397,58779,0,0,0,0,3500,15666,3574021,55881,0,1924582,0,0,0,0,227265,740584,0,0,0,0,66,503,33,1546,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,327672,0,68350,58311,0,6140,0,60926,53426,0,0,0,0,0,0,0,152547,539979,0,0,0,0,0,0,0,0,0,0,1541380,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68071,6/30/2025 0:00:00,24013,0,0,0,0,33996796,367857,0,39145731,0,34075498,367857,0,0,0,0,34,0,0,0,0,92024,0,0,0,0,0,0,0,0,977168,0,228427,0,0,0,0,0,0,0,0,0,0,0,101866,0,0,0,0,0,0,0,0,334420,6157,79216,74093,18524,57488,228708,0,0,0,0,4854,15404,7876753,0,0,1700484,0,0,0,0,704664,640524,0,0,0,0,180,1115,53,2448,481,93,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1205595,0,183704,332328,0,118107,0,133479,254722,0,0,0,0,0,0,0,370902,2067337,0,0,0,0,0,0,0,0,0,0,4385012,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68073,6/30/2025 0:00:00,23994,0,0,0,0,80270165,2532035,0,97414371,0,80270165,2532035,0,0,0,0,37,0,0,0,0,62024,0,0,0,0,0,0,0,0,2289942,0,275387,0,0,0,0,0,0,0,0,0,0,0,263171,0,0,0,0,0,0,0,0,688153,23208,116580,71369,42395,205880,175495,0,0,0,0,10500,23376,43504925,0,0,14338724,0,0,0,0,148058,2519303,0,0,0,0,733,3769,261,9085,542,0,14390,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,2565329,0,537007,831155,0,724225,0,243134,0,0,0,0,0,0,0,0,1616119,11653757,0,0,0,0,0,0,0,0,0,0,12916654,1326,0,0,0,40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,44330983,0,0,0,0,0,0,0,0,0,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68077,6/30/2025 0:00:00,23958,0,0,0,0,19091541,0,0,22817613,0,19091541,0,0,0,0,0,8,0,0,0,0,92024,0,0,0,0,0,0,0,0,136135,0,350847,0,0,0,0,0,0,0,0,0,0,0,12088,0,0,0,0,0,0,0,0,121142,745,10241,33271,0,2044,43919,0,0,0,0,2500,3997,1403367,81270,0,297256,0,0,0,0,198931,438410,0,0,0,0,135,404,35,908,155,0,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,486982,0,12088,105398,0,175813,0,85444,0,0,0,0,0,0,0,0,71377,3237643,0,0,0,0,0,0,0,0,0,0,3580570,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68085,6/30/2025 0:00:00,23942,0,0,0,0,3910195794,102907747,127901462,4843062862,0,3910966557,119743747,139330943,0,0,0,1171,0,0,0,0,32025,0,0,0,0,0,0,0,0,113198210,0,11963134,0,0,0,0,0,0,0,0,0,0,0,10165046,0,0,0,0,0,0,0,0,32653647,94837,2008219,16905946,1750179,2303164,4716974,0,19952,0,0,335500,369326,149941744,45450172,0,2108886088,0,0,0,0,116399844,50129497,0,0,-2609,102806,22881,186541,7594,322676,134551,16541,690801,0,0,0,0,0,0,0,0,0,0,0,0,0,620,24,0,0,0,0,0,0,125161344,0,33672132,48433139,0,39223766,0,1176035,0,0,0,0,0,0,0,4702615962,20542493,632290276,0,0,0,0,0,0,0,0,-2858835,0,508352920,1080,0,0,0,2243959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81330,1982799600,0,0,0,0,0,1032347,114818096,18531027,134381470,826412843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10006372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68095,6/30/2025 0:00:00,24028,0,0,0,0,7020857088,841287243,246702231,9514035664,0,7020857088,841287243,246702231,0,0,0,615,0,0,0,0,122024,0,0,0,0,0,0,0,0,218243423,0,31678059,0,0,0,0,0,0,0,0,0,0,0,11365878,0,0,0,0,0,0,0,0,51421063,539204,3846459,23789553,2126116,2892190,2185415,0,0,0,0,720000,1217948,998294983,97939475,0,934474570,0,0,0,0,170685702,204312058,0,0,0,0,67804,270316,20784,404966,5824,10086,779780,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,13,0,0,0,0,0,0,249921482,0,39891180,101218482,0,84116232,0,1000000,0,0,0,0,0,0,0,0,127556779,1494275002,0,0,0,0,0,0,0,0,-2654555,0,1335310403,1403,0,3838169,0,3363868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43671,1056932777,0,0,0,0,0,0,0,0,0,2025170939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68097,6/30/2025 0:00:00,23914,0,0,0,0,29552116,455466,0,36312581,0,29552116,455466,0,0,0,0,4,0,0,0,0,122024,0,0,0,0,0,0,0,0,284123,0,433836,0,0,0,0,0,0,0,0,0,0,0,164039,0,0,0,0,0,0,0,0,267773,0,18831,87947,15691,49831,201686,0,0,0,0,5055,18478,4413380,0,0,1528020,0,0,0,0,254319,1043890,0,0,0,0,162,1481,143,2726,0,0,4512,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,717959,0,164039,136791,0,65332,0,219012,141767,0,0,0,0,0,0,0,497904,1225060,0,0,0,0,0,0,0,0,0,0,6445758,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68100,6/30/2025 0:00:00,23985,0,0,0,0,12983459,0,0,17232704,0,12983459,0,0,0,0,0,17,0,0,0,0,122024,0,0,0,0,0,0,0,0,229930,0,185751,0,0,0,0,0,0,0,0,0,0,0,12056,0,0,0,0,0,0,0,0,130241,499,26061,48718,1863,4570,3086,0,0,0,0,8800,4472,3641734,74518,0,2139189,0,0,0,0,0,140107,0,0,0,0,0,0,54,2101,0,167,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,415681,0,20436,75677,0,81961,0,118220,155,0,0,0,0,0,0,0,1280,1841389,0,0,0,0,0,0,0,0,0,0,3868950,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68101,6/30/2025 0:00:00,23886,0,0,0,0,22973602,1492935,0,30509678,0,22973602,1492935,0,0,0,0,12,0,0,0,0,92024,0,0,0,0,0,0,0,0,489081,0,256269,0,0,0,0,0,0,0,0,0,0,0,197127,0,0,0,0,0,0,0,0,339493,0,34379,86476,2380,42462,193214,0,0,0,0,3900,3969,7348041,0,0,2491939,0,0,0,0,1164897,1243403,0,0,0,0,109,1451,31,3259,0,106,4956,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,745350,0,223283,75994,0,66973,0,209139,0,0,0,0,0,0,0,0,141214,3738731,0,0,0,0,0,0,0,0,0,0,6024927,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68104,6/30/2025 0:00:00,23937,0,0,0,0,65419942,6986325,3834850,90341189,0,65419942,6986325,3834850,0,0,0,5,0,0,0,0,122024,0,0,0,0,0,0,0,0,1560419,0,512513,0,0,0,0,0,0,0,0,0,0,0,552933,0,0,0,0,0,0,0,0,565216,6014,77516,206278,33974,108406,166150,0,0,0,0,10950,37686,9715085,740095,0,5967089,0,0,0,0,636337,3172732,0,0,0,0,496,3753,366,6295,1046,46,12002,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2072932,0,642346,757348,0,681622,0,481053,0,0,0,0,0,0,0,0,594196,3930394,0,0,0,0,0,0,0,0,0,0,13921795,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68112,6/30/2025 0:00:00,23119,0,0,0,0,347908,0,0,383730,0,347908,0,0,0,0,0,3,0,0,0,0,72025,0,0,0,0,0,0,0,0,2342,0,3748,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,27490,0,0,0,0,0,0,0,199,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6090,0,476,0,0,4561,0,1510,0,0,0,0,0,0,0,0,299,69377,0,0,0,0,0,0,0,0,0,0,35821,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68113,6/30/2025 0:00:00,22361,0,0,0,0,9174168,0,0,10030465,0,9174168,0,0,0,0,0,0,0,0,0,0,52025,0,0,0,0,0,0,0,0,185687,0,78315,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,37674,0,3243,9007,0,0,2511,0,0,0,0,16572,1302,2097968,0,0,2567375,0,0,0,0,0,974788,0,0,0,0,0,0,0,417,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,264002,0,228,175903,0,6018,0,44765,0,0,0,0,0,0,0,0,0,841425,0,0,0,0,0,0,0,0,0,0,851147,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68119,6/30/2025 0:00:00,24043,0,0,0,0,43262542,1843178,0,50307725,0,43262542,1843178,0,0,0,0,36,0,0,0,0,72024,0,0,0,0,0,0,0,0,962566,0,202985,0,0,0,0,0,0,0,0,0,0,0,274122,0,0,0,0,0,0,0,0,406988,8524,54008,164632,33716,26797,301463,0,0,0,0,6000,46238,6839116,0,0,1948393,0,0,0,0,1307607,1619772,0,0,0,0,252,2231,0,6328,25,46,8882,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1165551,0,370416,269598,0,96633,0,0,6,0,0,0,0,0,0,0,787616,2931216,0,0,0,0,0,0,0,0,0,0,4992224,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68120,6/30/2025 0:00:00,23915,0,0,0,0,1069756,0,73521,1234528,0,1069756,0,73521,0,0,0,0,0,0,0,0,32025,0,0,0,0,0,0,0,0,15488,0,2785,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,6136,0,0,3692,0,878,1625,0,0,0,0,1250,250,234935,0,0,164358,0,0,0,0,0,96455,0,0,0,0,22,0,0,283,101,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18273,0,464,9814,0,-5908,0,0,8190,0,0,0,0,0,0,0,0,536854,0,0,0,0,0,0,0,0,0,0,81938,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68124,6/30/2025 0:00:00,23996,0,0,0,0,5967053,0,0,6887441,0,6468835,0,0,0,0,0,24,0,0,0,0,62025,0,0,0,0,0,0,0,0,171696,0,15963,0,0,0,0,0,0,0,0,0,0,0,11844,0,0,0,0,0,0,0,0,72429,0,8328,54851,1300,5371,7325,0,0,0,0,2500,561,2273397,59432,0,1218308,0,0,0,0,0,404549,0,0,0,0,26,294,10,994,7,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,187753,0,38053,64492,0,6412,0,38785,2858,0,0,0,0,0,0,0,85070,307185,0,0,0,0,0,0,0,0,0,0,495745,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46204,0,0,46204,552225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68126,6/30/2025 0:00:00,23912,0,0,0,0,608523,227800,0,1766854,0,608523,227800,0,0,0,0,3,0,0,0,0,32025,0,0,0,0,0,0,0,0,44181,0,13618,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,0,29199,0,0,3476,1482,1521,3466,0,0,0,0,1254,27,251519,0,0,283365,0,0,0,0,0,147500,0,0,0,4,46,0,0,396,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57799,0,1974,5399,0,8949,0,0,6066,0,0,0,0,0,0,0,0,133839,0,0,0,0,0,0,0,0,0,0,918585,5199,0,0,0,30681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
