"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_020G3","ACCT_020G4","ACCT_020H1","ACCT_020N1","ACCT_020P3","ACCT_020P4","ACCT_020Q1","ACCT_020W1","ACCT_020Y1","ACCT_021G3","ACCT_021G4","ACCT_021H1","ACCT_021N1","ACCT_021P3","ACCT_021P4","ACCT_021Q1","ACCT_021W1","ACCT_021Y1","ACCT_022G3","ACCT_022G4","ACCT_022H1","ACCT_022N1","ACCT_022P3","ACCT_022P4","ACCT_022Q1","ACCT_022W1","ACCT_022Y1","ACCT_023G3","ACCT_023G4","ACCT_023H1","ACCT_023N1","ACCT_023P3","ACCT_023P4","ACCT_023Q1","ACCT_023W1","ACCT_023Y1","ACCT_025A1","ACCT_025B1","ACCT_040A1","ACCT_040B2","ACCT_040C1","ACCT_040D1","ACCT_040E1","ACCT_041G3","ACCT_041G4","ACCT_041H1","ACCT_041N1","ACCT_041P3","ACCT_041P4","ACCT_041Q1","ACCT_041W1","ACCT_041Y1","ACCT_042A5","ACCT_042A6","ACCT_042A7","ACCT_042A8","ACCT_042A9","ACCT_043A3","ACCT_043A4","ACCT_043B3","ACCT_043B4","ACCT_043C3","ACCT_043C4","ACCT_043D3","ACCT_043D4","ACCT_043E3","ACCT_043E4","ACCT_044A1","ACCT_044B1","ACCT_044C1","ACCT_044D1","ACCT_044E1","ACCT_046A3","ACCT_046A4","ACCT_046B3","ACCT_046B4","ACCT_046C3","ACCT_046C4","ACCT_046D3","ACCT_046D4","ACCT_046E3","ACCT_046E4","ACCT_047A1","ACCT_047B1","ACCT_047C1","ACCT_047D1","ACCT_047E1","ACCT_056A1","ACCT_056B1","ACCT_056C1","ACCT_056D1","ACCT_056E1","ACCT_059A1","ACCT_059B1","ACCT_059C1","ACCT_059D1","ACCT_059E1","ACCT_090A1","ACCT_090B1","ACCT_090C5","ACCT_090C6","ACCT_090C7","ACCT_090C8","ACCT_090H2","ACCT_090H3","ACCT_090J2","ACCT_090J3","ACCT_090K2","ACCT_090K3","ACCT_090L2","ACCT_090L3","ACCT_090M","ACCT_090M1","ACCT_099A5","ACCT_099A6","ACCT_099A7","ACCT_099A8","ACCT_1006F","ACCT_1006G","ACCT_1007F","ACCT_1007G","ACCT_1008F","ACCT_1008G","ACCT_1009F","ACCT_1009G","ACCT_1010F","ACCT_1010G","ACCT_1011F","ACCT_1011G","ACCT_1060","ACCT_1060A","ACCT_1060B","ACCT_1061","ACCT_1061A","ACCT_1062","ACCT_1062A","ACCT_1063","ACCT_1063A","ACCT_1116","ACCT_1116A","ACCT_1116B","ACCT_1116C","ACCT_1116D","ACCT_1116E","ACCT_1118","ACCT_1118A","ACCT_1118B","ACCT_1118C","ACCT_1118D","ACCT_1118E","ACCT_143A3","ACCT_143A4","ACCT_143B3","ACCT_143B4","ACCT_143C3","ACCT_143C4","ACCT_143D3","ACCT_143D4","ACCT_386A","ACCT_386B","ACCT_400A1","ACCT_400B1","ACCT_400C5","ACCT_400C6","ACCT_400C7","ACCT_400C8","ACCT_400H2","ACCT_400H3","ACCT_400J2","ACCT_400J3","ACCT_400L2","ACCT_400L3","ACCT_400M","ACCT_400M1","ACCT_400P","ACCT_400T1","ACCT_463A5","ACCT_463A6","ACCT_463A7","ACCT_463A8","ACCT_475A1","ACCT_475B1","ACCT_475C5","ACCT_475C6","ACCT_475C7","ACCT_475C8","ACCT_475H2","ACCT_475H3","ACCT_475J2","ACCT_475J3","ACCT_475K2","ACCT_475K3","ACCT_475L2","ACCT_475L3","ACCT_475M","ACCT_475M1","ACCT_525","ACCT_526","ACCT_550G3","ACCT_550G4","ACCT_550H1","ACCT_550N1","ACCT_550P3","ACCT_550P4","ACCT_550Q1","ACCT_550W1","ACCT_550Y1","ACCT_551G3","ACCT_551G4","ACCT_551H1","ACCT_551N1","ACCT_551P3","ACCT_551P4","ACCT_551Q1","ACCT_551W1","ACCT_551Y1","ACCT_562A","ACCT_562B","ACCT_563A","ACCT_595B","ACCT_691B1","ACCT_691C1","ACCT_691C2","ACCT_691K8","ACCT_691K9","ACCT_691L8","ACCT_691L9","ACCT_691M8","ACCT_691M9","ACCT_691N8","ACCT_691N9","ACCT_691P","ACCT_691P1","ACCT_691P2","ACCT_698C","ACCT_703A","ACCT_704A2","ACCT_718A3","ACCT_718A4","ACCT_718A5"
68658,6/30/2025 0:00:00,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24775,553685851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54576757,30527,28297892,6083608,0,188147,0,0,12661857,1414495,13560015,4669113,495081,0,1392792,0,683228,34381500,0,0,0,0,4108660,0,0,0,0,0,3139610,0,168750,0,3308360,0,800300,0,0,0,603,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,487.5,510,709,9,210777,10817,0,0,6083608,0,0,0,0,0,0,0,0,19104811,199264669,0,27614664,6083608,33698272
68659,6/30/2025 0:00:00,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67472,1640814166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273088423,0,413219,4820816,0,0,0,0,129188,0,0,4820816,0,0,284031,0,0,5234035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,513,711,0,0,0,0,0,4820816,0,0,0,0,0,0,0,0,3154374,763070337,0,413219,4820816,5234035
68660,6/30/2025 0:00:00,5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134193,2151338359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850280,0,0,0,3850280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,1,0,0,3,0,2,0,10,0,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27802,0,2,0,1286000,0,234248156,3175172,182319499,6402777,0,31763,0,0,52289183,0,70991900,4571467,25685431,1831310,29443140,0,27548503,188722276,0,0,0,0,76749834,848331,0,50000,0,0,922883,0,2673165,0,5780506,0,70919328,848331,898458,0,636,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,850,700,674,1,446678,402010,0,0,6402777,0,0,0,17679800,0,68,6411954,4669754,334346113,502299955,22834825,156602305,4571467,161173772
68661,6/30/2025 0:00:00,6918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18140,361455202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,3,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5035587,0,0,0,0,59395897,0,280279,18749216,0,0,0,0,0,2863010,0,9427488,280279,0,0,1423131,280279,19029495,0,0,0,0,58330,1870331,0,0,0,0,0,214400,0,1298431,0,1870331,58330,0,0,357500,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,288,335,2,64630,48472,0,0,14093630,5375132,0,0,0,0,0,0,0,11509589,78238801,0,0,18749216,18749217
68662,6/30/2025 0:00:00,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6797,98993359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22366913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,663,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342625,31323509,0,0,0,0
68663,6/30/2025 0:00:00,10400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40848,1805709344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,5,0,9,0,15,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18386157,1,47255769,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1871099,0,0,0,0,212020351,910349,170585056,8088810,0,6429378,0,0,68630340,0,56716347,6217711,33609440,0,5199551,0,40038817,178673866,0,0,0,0,40558904,0,0,50000,0,0,5627882,0,20045196,0,30826903,0,9682001,0,5153825,0,750,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,815,675,699,79,14090464,5819966,0,0,6217711,1871099,0,0,17498429,0,0,0,0,11863198,991759590,0,130546238,8088810,138635048
68664,6/30/2025 0:00:00,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15657,447840580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829280,110766,0,0,2940046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,2,0,0,2,0,2,0,10,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3093441,0,2,0,2106558,0,6969747,370096,48732655,0,1682959,957769,0,0,7219415,0,5818862,0,5646932,0,21373231,0,8398427,48732655,0,0,0,0,9291578,0,51000,945100,0,0,1495646,0,839042,0,7123778,0,1171700,0,2682532,0,805,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,930,780,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11202215,225197269,10505170,40334229,0,40334229
68665,6/30/2025 0:00:00,4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32373,1144094342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5467071,149990,0,0,5617061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,12,0,6,0,28,0,8,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10585790,0,2,0,1642260,0,110356934,1585618,140961597,5838523,0,0,0,0,94724192,2220656,12371157,3490614,3097775,0,14565622,127253,3247765,146800120,601811,149989,0,0,25580674,0,0,0,0,0,3071114,0,10302750,0,21117935,0,4312750,0,5500000,0,738,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,750,613,1150,1,56514,56514,0,0,5838523,0,0,0,9702872,0,0,0,0,8191158,731335796,28571396,137713832,5838523,143552355
68666,6/30/2025 0:00:00,13670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20808,391496178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17328108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,688,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420959,97325911,0,0,0,0
68667,6/30/2025 0:00:00,15142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16671,439929102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19314837,3072394,0,0,22387231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,1,0,1,0,13,0,20,0,9,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147734,0,0,0,0,0,40433353,1968452,46246395,0,30058,199267,0,0,3806601,0,3798717,0,9245239,0,6631548,0,12546958,46246395,285386,654416,0,0,4272379,0,8150,0,0,0,124390,0,99455,0,2189219,0,1420594,0,1679988,0,737,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,800,677,758,3,480991,0,0,0,0,0,0,0,0,0,0,0,0,12989077,208390921,0,33699437,0,33699437
68668,6/30/2025 0:00:00,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11350,377564065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9355691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,587.5,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968742,202990919,0,0,0,0
68669,6/30/2025 0:00:00,14489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11252,209567645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606431,5606431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59438228,0,4173162,9375477,52490,124005,0,0,679935,1813030,2800624,0,25663,1564426,490445,391590,7373016,13548639,0,0,0,0,749954,0,0,0,0,0,0,0,749954,0,749954,0,0,0,0,0,492,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,455,795,3,1564426,1478162,0,0,9375477,0,0,0,0,0,12,5606431,5139544,4856239,51329284,0,3971004,2204620,6175624
68670,6/30/2025 0:00:00,4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131199,2777370591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7065102,117122,1038383,0,8220607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,2,0,0,7,0,31,0,43,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,31828527,0,5,0,1662096,0,138057238,12837457,325311239,7113875,162253,51219,0,0,74661330,59395,196383569,6016097,7983449,0,7058668,0,8314042,332425114,0,0,0,0,47318726,0,0,832,0,0,3329367,0,40607192,0,45598655,0,1719239,0,0,0,520,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,681,481,632,7,2413604,59395,0,0,7113875,0,0,0,2338459,0,0,0,0,35120459,545561404,4250327,316997196,7113875,324111070
68671,6/30/2025 0:00:00,5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359000,8920849411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,7,37,0,0,16,0,25,0,44,0,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235410,0,0,0,0,0,1567122892,230877,754614276,37098069,8142385,40162437,0,0,168681351,0,327439923,18321708,40014395,18776361,169938375,0,107095578,791712345,0,0,0,0,113867181,0,1200000,2795867,0,0,15801297,0,63431975,0,100048272,0,9823042,0,20815000,0,675,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,663,750,750,13,11718121,8985120,0,0,37098069,0,0,0,0,0,44,27208031,26066259,399115640,3774016499,0,666295059,18321708,684616767
68672,6/30/2025 0:00:00,5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32299,793348406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14499120,0,0,0,14499120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,29,0,0,13,0,6,0,76,0,33,0,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,22798709,0,10,0,3126600,0,25897779,0,214459016,0,0,124491,0,0,33098364,0,21621191,0,12286403,0,110030738,0,12410895,214459016,1280085,0,0,0,40521783,0,0,23697,0,0,3961457,0,3509988,0,36272461,0,4225625,0,24394331,0,725,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,738,849,0,0,0,0,0,0,0,0,0,1328054,0,0,0,0,27794812,296134229,2332903,202048122,0,202048122
68673,6/30/2025 0:00:00,4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9107,298870407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4077477,0,0,0,4077477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1,1,0,0,15,0,16,0,46,0,45,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,983739,0,3,0,3075668,0,22091413,0,88486747,2827199,84826,15350,0,0,31257355,0,18441597,2827199,11990203,0,21636200,0,12090379,91313946,397005,0,0,0,22550765,0,15300,15350,0,0,5959192,0,5434305,0,18302237,0,4217878,0,3436067,0,720,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,715,950,0,0,0,0,0,2827199,0,0,0,0,0,0,0,0,4945799,111362932,2148958,76396368,2827199,79223566
68674,6/30/2025 0:00:00,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,40657150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10176659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,662.5,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170202,19825189,0,0,0,0
68675,6/30/2025 0:00:00,26454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1147026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235,0,0,0,0,0
68676,6/30/2025 0:00:00,14487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,54365337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13202776,584803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,829,737,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421928,18749975,0,0,0,0
68677,6/30/2025 0:00:00,4708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,32672183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354316,596440,0,0,950756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506558,0,4738340,0,0,0,0,0,1739344,0,0,0,2048240,0,0,0,2644680,4738340,0,238714,0,0,588163,0,0,0,0,0,0,0,0,0,0,0,349449,0,0,0,577,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,591,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6044890,10345920,0,2093660,0,2093660
68678,6/30/2025 0:00:00,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34123,696992429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,16,1,16,0,34,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,881199,992804,2,0,103000,0,69682950,0,77032530,19280112,0,0,0,0,50702431,4878122,15959026,7820328,6737302,4363369,2752572,1225489,11100671,96312642,0,0,0,0,10980690,853850,0,0,0,0,7346897,853850,1668505,0,9118402,853850,1862288,0,0,0,755,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,663,749,30,7746979,6103759,0,0,18287308,992804,0,0,0,0,7,4363369,4227417,26262434,271554686,449639,70295228,14916743,85211972
